x,y
1.173935119170095277e+03,1.723194409967487900e+03
1.177611637939760612e+03,1.726583098465461489e+03
1.181288156709425948e+03,1.729971786963435079e+03
1.184964675479091284e+03,1.733360475461408669e+03
1.188641194248756619e+03,1.736749163959382258e+03
1.192317713018421955e+03,1.740137852457355848e+03
1.195994231788087291e+03,1.743526540955329438e+03
1.199670750557752626e+03,1.746915229453303027e+03
1.203347269327417962e+03,1.750303917951276617e+03
1.207023788097083298e+03,1.753692606449250206e+03
1.210700306866748633e+03,1.757081294947223796e+03
1.214376825636413969e+03,1.760469983445197386e+03
1.218053344406079304e+03,1.763858671943170975e+03
1.221729863175744640e+03,1.767247360441144565e+03
1.225406381945409976e+03,1.770636048939118155e+03
1.229082900715075311e+03,1.774024737437091744e+03
1.232759419484740647e+03,1.777413425935065334e+03
1.236435938254405983e+03,1.780802114433038923e+03
1.240112457024071318e+03,1.784190802931012513e+03
1.243788975793736654e+03,1.787579491428986103e+03
1.247465494563401990e+03,1.790968179926959692e+03
1.251142013333067325e+03,1.794356868424933282e+03
1.254818532102732661e+03,1.797745556922906871e+03
1.258495050872397996e+03,1.801134245420880461e+03
1.262171569642063332e+03,1.804522933918854051e+03
1.265848088411728668e+03,1.807911622416827640e+03
1.269524607181394003e+03,1.811300310914801230e+03
1.273201125951059339e+03,1.814688999412774820e+03
1.276877644720724675e+03,1.818077687910748409e+03
1.280554163490390010e+03,1.821466376408721999e+03
1.284230682260055346e+03,1.824855064906695588e+03
1.287907201029720682e+03,1.828243753404669178e+03
1.149910111992322300e+03,1.407723865292645769e+03
1.145115933471120570e+03,1.406304058155444636e+03
1.140321754949918841e+03,1.404884251018243503e+03
1.135527576428717111e+03,1.403464443881042371e+03
1.130733397907515382e+03,1.402044636743841238e+03
1.125939219386313653e+03,1.400624829606640105e+03
1.121145040865111923e+03,1.399205022469438973e+03
1.116350862343910194e+03,1.397785215332237840e+03
1.111556683822708465e+03,1.396365408195036707e+03
1.106762505301506735e+03,1.394945601057835574e+03
1.101968326780305006e+03,1.393525793920634442e+03
1.097174148259103276e+03,1.392105986783433309e+03
1.092379969737901547e+03,1.390686179646232176e+03
1.087585791216699818e+03,1.389266372509031044e+03
1.082791612695498088e+03,1.387846565371829911e+03
1.077997434174296359e+03,1.386426758234628778e+03
1.073203255653094629e+03,1.385006951097427645e+03
1.068409077131892900e+03,1.383587143960226513e+03
1.063614898610691171e+03,1.382167336823025380e+03
1.058820720089489441e+03,1.380747529685824247e+03
1.054026541568287712e+03,1.379327722548623115e+03
1.049232363047085983e+03,1.377907915411421982e+03
1.044438184525884253e+03,1.376488108274220849e+03
1.039644006004682524e+03,1.375068301137019716e+03
1.034849827483480794e+03,1.373648493999818584e+03
1.030055648962279065e+03,1.372228686862617451e+03
1.025261470441077336e+03,1.370808879725416318e+03
1.020467291919875493e+03,1.369389072588215186e+03
1.015673113398673649e+03,1.367969265451014053e+03
1.010878934877471806e+03,1.366549458313812920e+03
1.006084756356269963e+03,1.365129651176611787e+03
1.001290577835068120e+03,1.363709844039410655e+03
9.964963993138662772e+02,1.362290036902209522e+03
9.917022207926644342e+02,1.360870229765008389e+03
9.869080422714625911e+02,1.359450422627807257e+03
9.821138637502607480e+02,1.358030615490606124e+03
9.773196852290589050e+02,1.356610808353404991e+03
9.725255067078570619e+02,1.355191001216203858e+03
9.677313281866552188e+02,1.353771194079002726e+03
9.629371496654533757e+02,1.352351386941801593e+03
9.581429711442515327e+02,1.350931579804600460e+03
9.533487926230496896e+02,1.349511772667399327e+03
9.485546141018478465e+02,1.348091965530198195e+03
9.437604355806460035e+02,1.346672158392997062e+03
9.389662570594441604e+02,1.345252351255795929e+03
9.341720785382423173e+02,1.343832544118594797e+03
9.293779000170404743e+02,1.342412736981393664e+03
9.245837214958386312e+02,1.340992929844192531e+03
9.197895429746367881e+02,1.339573122706991398e+03
9.149953644534349451e+02,1.338153315569790266e+03
5.782363398370638379e+02,1.546131545681438695e+02
5.776967524699133492e+02,1.496423552890327642e+02
5.771571651027628604e+02,1.446715560099216589e+02
5.766175777356123717e+02,1.397007567308105536e+02
5.760779903684618830e+02,1.347299574516994483e+02
5.755384030013113943e+02,1.297591581725883429e+02
5.749988156341609056e+02,1.247883588934772234e+02
5.744592282670104169e+02,1.198175596143661039e+02
5.739196408998599281e+02,1.148467603352549844e+02
5.733800535327094394e+02,1.098759610561438649e+02
5.728404661655589507e+02,1.049051617770327454e+02
5.723008787984084620e+02,9.993436249792162585e+01
5.717612914312579733e+02,9.496356321881050633e+01
5.712217040641074846e+02,8.999276393969938681e+01
5.706821166969569958e+02,8.502196466058826729e+01
5.701425293298065071e+02,8.005116538147714778e+01
5.696029419626560184e+02,7.508036610236602826e+01
5.690633545955055297e+02,7.010956682325490874e+01
5.685237672283550410e+02,6.513876754414378922e+01
5.679841798612045523e+02,6.016796826503267681e+01
5.674445924940540635e+02,5.519716898592156440e+01
5.669050051269035748e+02,5.022636970681045199e+01
5.663654177597530861e+02,4.525557042769933958e+01
5.658258303926025974e+02,4.028477114858822716e+01
5.652862430254521087e+02,3.531397186947711475e+01
5.647466556583016200e+02,3.034317259036600234e+01
5.642070682911511312e+02,2.537237331125488993e+01
5.636674809240006425e+02,2.040157403214377752e+01
5.631278935568501538e+02,1.543077475303266510e+01
5.625883061896996651e+02,1.045997547392155269e+01
5.620487188225491764e+02,5.489176194810439391e+00
5.615091314553986876e+02,5.183769156993260907e-01
5.609695440882481989e+02,-4.452422363411787209e+00
5.604299567210977102e+02,5.183769156993260907e-01
5.598903693539472215e+02,5.489176194810439391e+00
5.593507819867967328e+02,1.045997547392155269e+01
5.588111946196462441e+02,1.543077475303266510e+01
5.582716072524957553e+02,2.040157403214377752e+01
5.577320198853452666e+02,2.537237331125488993e+01
5.571924325181947779e+02,3.034317259036600234e+01
5.566528451510442892e+02,3.531397186947711475e+01
5.561132577838938005e+02,4.028477114858822716e+01
5.555736704167433118e+02,4.525557042769933958e+01
5.550340830495928230e+02,5.022636970681045199e+01
5.544944956824423343e+02,5.519716898592156440e+01
5.539549083152918456e+02,6.016796826503267681e+01
5.534153209481413569e+02,6.513876754414378922e+01
5.528757335809908682e+02,7.010956682325490874e+01
5.523361462138403795e+02,7.508036610236602826e+01
5.517965588466898907e+02,8.005116538147714778e+01
5.592498089338624823e+02,1.267614848662788745e+03
5.625524116475406800e+02,1.263860808796777064e+03
5.658550143612188776e+02,1.260106768930765384e+03
5.691576170748970753e+02,1.256352729064753703e+03
5.724602197885752730e+02,1.252598689198742022e+03
5.757628225022534707e+02,1.248844649332730341e+03
5.790654252159316684e+02,1.245090609466718661e+03
5.823680279296098661e+02,1.241336569600706980e+03
5.856706306432880638e+02,1.237582529734695299e+03
5.889732333569662615e+02,1.233828489868683619e+03
5.922758360706444591e+02,1.230074450002671938e+03
5.955784387843226568e+02,1.226320410136660257e+03
5.988810414980008545e+02,1.222566370270648576e+03
6.021836442116790522e+02,1.218812330404636896e+03
6.054862469253572499e+02,1.215058290538625215e+03
6.087888496390354476e+02,1.211304250672613534e+03
6.120914523527136453e+02,1.207550210806601854e+03
6.153940550663918430e+02,1.203796170940590173e+03
6.186966577800700406e+02,1.200042131074578492e+03
6.219992604937482383e+02,1.196288091208566811e+03
6.253018632074264360e+02,1.192534051342555131e+03
6.286044659211046337e+02,1.188780011476543450e+03
6.319070686347828314e+02,1.185025971610531769e+03
6.352096713484610291e+02,1.181271931744520089e+03
6.385122740621392268e+02,1.177517891878508408e+03
6.418148767758174245e+02,1.173763852012496727e+03
6.451174794894956221e+02,1.170009812146485046e+03
6.484200822031738198e+02,1.166255772280473366e+03
6.517226849168520175e+02,1.162501732414461685e+03
6.550252876305302152e+02,1.158747692548450004e+03
6.583278903442084129e+02,1.154993652682438324e+03
6.616304930578866106e+02,1.151239612816426643e+03
6.649330957715648083e+02,1.147485572950414962e+03
6.682356984852430060e+02,1.143731533084403281e+03
6.715383011989212036e+02,1.139977493218391601e+03
6.748409039125994013e+02,1.136223453352379920e+03
6.781435066262775990e+02,1.132469413486368239e+03
6.814461093399557967e+02,1.128715373620356559e+03
6.847487120536339944e+02,1.124961333754344878e+03
6.880513147673121921e+02,1.121207293888333197e+03
6.913539174809903898e+02,1.117453254022321516e+03
6.946565201946685875e+02,1.113699214156309836e+03
6.979591229083467852e+02,1.109945174290298155e+03
7.012617256220249828e+02,1.106191134424286474e+03
7.045643283357031805e+02,1.102437094558274794e+03
7.078669310493813782e+02,1.098683054692263113e+03
7.111695337630595759e+02,1.094929014826251432e+03
7.144721364767377736e+02,1.091174974960239751e+03
7.177747391904159713e+02,1.087420935094228071e+03
7.210773419040941690e+02,1.083666895228216390e+03
4.144048928494426036e+02,5.358935718457336179e+02
4.097957241559098520e+02,5.378314995932405509e+02
4.051865554623771004e+02,5.397694273407474839e+02
4.005773867688443488e+02,5.417073550882544168e+02
3.959682180753115972e+02,5.436452828357613498e+02
3.913590493817788456e+02,5.455832105832682828e+02
3.867498806882460940e+02,5.475211383307752158e+02
3.821407119947133424e+02,5.494590660782821487e+02
3.775315433011805908e+02,5.513969938257890817e+02
3.729223746076478392e+02,5.533349215732960147e+02
3.683132059141150876e+02,5.552728493208029477e+02
3.637040372205823360e+02,5.572107770683098806e+02
3.590948685270495844e+02,5.591487048158168136e+02
3.544856998335168328e+02,5.610866325633237466e+02
3.498765311399840812e+02,5.630245603108306796e+02
3.452673624464513296e+02,5.649624880583376125e+02
3.406581937529185780e+02,5.669004158058445455e+02
3.360490250593858264e+02,5.688383435533514785e+02
3.314398563658530747e+02,5.707762713008584115e+02
3.268306876723203231e+02,5.727141990483653444e+02
3.222215189787875715e+02,5.746521267958722774e+02
3.176123502852548199e+02,5.765900545433792104e+02
3.130031815917220683e+02,5.785279822908861433e+02
3.083940128981893167e+02,5.804659100383930763e+02
3.037848442046565651e+02,5.824038377859000093e+02
2.991756755111238135e+02,5.843417655334069423e+02
2.945665068175910619e+02,5.862796932809138752e+02
2.899573381240583103e+02,5.882176210284208082e+02
2.853481694305255587e+02,5.901555487759277412e+02
2.807390007369928071e+02,5.920934765234346742e+02
2.761298320434600555e+02,5.940314042709416071e+02
2.715206633499273039e+02,5.959693320184485401e+02
2.669114946563945523e+02,5.979072597659554731e+02
2.623023259628618007e+02,5.998451875134624061e+02
2.576931572693290491e+02,6.017831152609693390e+02
2.530839885757962691e+02,6.037210430084762720e+02
2.484748198822634890e+02,6.056589707559832050e+02
2.438656511887307090e+02,6.075968985034901380e+02
2.392564824951979290e+02,6.095348262509970709e+02
2.346473138016651490e+02,6.114727539985040039e+02
2.300381451081323689e+02,6.134106817460109369e+02
2.254289764145995889e+02,6.153486094935178699e+02
2.208198077210668089e+02,6.172865372410248028e+02
2.162106390275340289e+02,6.192244649885317358e+02
2.116014703340012488e+02,6.211623927360386688e+02
2.069923016404684688e+02,6.231003204835456017e+02
2.023831329469356888e+02,6.250382482310525347e+02
1.977739642534029088e+02,6.269761759785594677e+02
1.931647955598701287e+02,6.289141037260664007e+02
1.885556268663373487e+02,6.308520314735733336e+02
