x,y
1.275888824022216340e+03,5.819833652195152354e+02
1.255888892532080945e+03,5.820357139529313599e+02
1.235914105033713895e+03,5.830396384496325481e+02
1.216009710845369455e+03,5.849928644977375143e+02
1.198715436467671907e+03,5.950381655757995532e+02
1.180167597468524036e+03,6.025199881118991243e+02
1.167845608978007931e+03,6.182733559943421824e+02
1.152156960775521611e+03,6.306776422526734223e+02
1.137076302194723439e+03,6.438143746001561567e+02
1.253076768779889790e+03,9.962774075412579577e+02
1.233655620869860968e+03,1.001054332687916485e+03
1.214447950835791517e+03,9.954806972618849841e+02
1.194996832325281730e+03,9.908273126130401351e+02
1.175093536368303830e+03,9.927916980255656654e+02
1.155288161695758163e+03,9.900083306261577718e+02
1.138428811818040685e+03,9.792490406077268972e+02
1.122100505497309769e+03,9.676997370487939634e+02
1.102450001549926810e+03,9.639771445900519211e+02
1.083570869704955612e+03,9.705785369265364579e+02
1.069140124817544802e+03,9.844260494105340058e+02
1.054066833896046091e+03,9.975712348712214634e+02
1.045816393587627772e+03,1.015790187495267332e+03
1.040242758161596385e+03,1.034997857529336670e+03
1.041257881638895697e+03,1.054972079024199274e+03
1.052124115105646297e+03,1.071762700520917861e+03
1.063776970754206104e+03,1.088017267732438086e+03
1.080105277074937021e+03,1.099566571291371019e+03
1.098696165561482985e+03,1.106940773979174992e+03
1.117616875568645355e+03,1.113422034105482453e+03
1.134476225446362832e+03,1.124181324123913328e+03
1.154456495740971604e+03,1.125069467667700110e+03
1.174106999688354563e+03,1.128792060126442038e+03
1.193528147598383384e+03,1.124015134979783397e+03
1.213431443555361284e+03,1.122050749567257753e+03
1.232852591465390105e+03,1.117273824420599112e+03
1.247283336352800916e+03,1.103426311936601678e+03
1.254657539040604888e+03,1.084835423450055714e+03
1.251748341657625588e+03,1.065048140397881298e+03
1.246052731721850932e+03,1.045876285311335778e+03
1.241275806575192291e+03,1.026455137401306956e+03
1.246849442001223679e+03,1.007247467367237505e+03
1.247737585545010461e+03,9.872671970726286190e+02
1.242041975609235806e+03,9.680953419860829854e+02
1.246695360258080655e+03,9.486442234755731988e+02
1.260450868832815786e+03,9.341257530378724141e+02
1.279622723919361306e+03,9.284301431020976452e+02
1.293378232494096437e+03,9.139116726643968605e+02
1.303323135719580250e+03,8.965594710797055313e+02
1.318396426641078961e+03,8.834142856190180737e+02
1.332827171528489771e+03,8.695667731350205258e+02
1.343586461546920646e+03,8.527074232573030486e+02
1.355135765105853579e+03,8.363791169365721316e+02
1.362509967793657552e+03,8.177882284500261676e+02
1.359600770410678251e+03,7.980009453978518650e+02
1.365174405836709639e+03,7.787932753637824135e+02
1.367957773236117418e+03,7.589879006912367458e+02
1.369795610353805841e+03,7.390725208372433599e+02
1.370683753897592624e+03,7.190922505426344742e+02
1.372521591015281047e+03,6.991768706886410882e+02
1.452370865801252194e+03,9.801185723904546876e+02
1.458651833811703227e+03,9.611304329120411012e+02
1.460279127633794360e+03,9.411967449738650657e+02
1.462853061345466585e+03,9.213630649006180420e+02
1.464480355167557718e+03,9.014293769624420065e+02
1.461362233079845964e+03,8.816739393655137746e+02
1.464876975893377676e+03,8.619851968217470812e+02
1.458076461185781682e+03,8.431768742035078503e+02
1.452178585178337244e+03,8.240662735169566986e+02
1.441941466170957710e+03,8.068848476614361971e+02
1.437886874289159095e+03,7.873001524973022924e+02
1.444167842299610356e+03,7.683120130188887060e+02
1.456313774318199194e+03,7.524225090807597098e+02
1.467689896076639570e+03,7.359730758462334279e+02
1.476609226888133435e+03,7.180720831956808752e+02
1.492158876666095466e+03,7.054939914571569943e+02
1.508289403667361967e+03,6.936700285571215545e+02
1.516346868376871726e+03,6.753649128116528573e+02
1.531280415973486697e+03,6.620611856579700998e+02
1.547955279366273771e+03,6.510181366753798784e+02
1.556874610177767636e+03,6.331171440248273257e+02
1.568250731936208012e+03,6.166677107903010437e+02
1.585432157791728514e+03,6.064305917829216241e+02
1.605430268559537808e+03,6.061556995887267476e+02
1.623735384305006392e+03,6.142131642982365065e+02
1.635559347205041831e+03,6.303436912995028933e+02
1.649558572552949727e+03,6.446273074263278886e+02
1.668226344418623739e+03,6.518046532847322396e+02
1.687981782015551971e+03,6.486865311970204857e+02
1.707915469953728007e+03,6.503138250191117322e+02
1.726903609432141593e+03,6.565947930295628794e+02
1.743875708706092155e+03,6.671753339531247775e+02
1.763374912385948164e+03,6.716229238455827044e+02
1.782485513072499316e+03,6.657250478381382663e+02
1.802447892866583288e+03,6.644989185803729015e+02
1.819122756259370590e+03,6.534558695977827938e+02
1.837931078877609934e+03,6.466553548901867998e+02
1.854605942270397236e+03,6.356123059075966921e+02
1.872682669327014764e+03,6.270547397278611470e+02
1.890331736189575395e+03,6.176467410628495145e+02
1.905265283786190366e+03,6.043430139091667570e+02
1.918153511622361066e+03,5.890494341044592375e+02
1.934284038623627566e+03,5.772254712044237976e+02
1.953868733787761585e+03,5.731708793226250691e+02
1.971050159643282086e+03,5.629337603152456495e+02
1.989513597293083421e+03,5.552460122605874631e+02
2.004447144889698393e+03,5.419422851069047056e+02
2.022910582539499728e+03,5.342545370522465191e+02
2.041718905157739073e+03,5.274540223446505252e+02
2.061652593095915108e+03,5.290813161667417717e+02
1.616640983283926062e+03,9.966808200564898925e+02
1.596917462552366715e+03,9.999948402664084597e+02
1.576923064572677276e+03,1.000468178865920891e+03
1.556973835821536795e+03,1.001892353094964506e+03
1.537922706342265201e+03,1.007979591020660223e+03
1.518603512888294745e+03,1.013153444931243939e+03
1.503179452987654486e+03,1.025885230987468049e+03
1.487167060542889658e+03,1.037868689928643334e+03
1.470602608773016982e+03,1.049076675365980464e+03
1.450653380021876501e+03,1.050500849595023965e+03
1.430658982042187063e+03,1.050974188194536509e+03
1.410664708576250405e+03,1.050495618900348063e+03
1.390942055496540206e+03,1.047176438956837956e+03
1.375521326871238898e+03,1.034440618266171441e+03
1.360724059449070410e+03,1.020985475129183556e+03
1.342339883358422412e+03,1.013110065967238825e+03
1.323601803247863700e+03,1.006118331291903587e+03
1.304552266895648245e+03,1.000026109630997098e+03
1.284603411403702466e+03,9.985967165564833294e+02
1.265553875051487012e+03,9.925044948955768405e+02
1.250756607629318523e+03,9.790493517585889549e+02
1.244669369703622806e+03,9.599982222793173605e+02
1.245147938997811252e+03,9.400039488133807026e+02
1.255559528897018026e+03,9.229276847087605802e+02
1.265146804635093304e+03,9.053753588252169493e+02
1.272138539310428541e+03,8.866372787146582368e+02
1.281725815048503819e+03,8.690849528311146059e+02
1.298804802332535019e+03,8.586778305895003314e+02
1.317855931811806613e+03,8.525905926638046139e+02
1.336595840380618029e+03,8.456037602747610435e+02
1.356454708483738159e+03,8.432319766288778737e+02
1.373533695767769359e+03,8.328248543872635992e+02
1.390098147537642035e+03,8.216168689499264701e+02
1.409821668269201382e+03,8.183028487400079030e+02
1.425245728169841641e+03,8.055710626837837935e+02
1.442324715453872841e+03,7.951639404421695190e+02
1.461868208695659860e+03,7.909151909898926078e+02
1.480917745047875314e+03,7.970074126507990968e+02
1.500235584314931657e+03,8.021863204557494100e+02
1.519777965377615374e+03,8.064401825128526298e+02
1.539772363357304812e+03,8.059668439133401989e+02
1.558512271926116227e+03,7.989800115242966285e+02
1.575076723695988903e+03,7.877720260869594995e+02
1.591089116140753731e+03,7.757885671457842136e+02
1.608643949539562300e+03,7.662058835790542162e+02
1.627963142993532756e+03,7.610320296684704999e+02
1.647911998485478534e+03,7.624614227429841549e+02
1.666296174576126532e+03,7.703368319049288857e+02
1.683372438680746654e+03,7.807484218041355462e+02
1.702914819743430371e+03,7.850022838612386522e+02
1.822419551741274290e+03,1.019545884842571354e+03
1.832817046171151560e+03,1.036630735136930753e+03
1.833279115335952838e+03,1.056625396726638655e+03
1.843676609765830108e+03,1.073710247020997940e+03
1.847914343325286154e+03,1.093256131863569180e+03
1.856640738825912877e+03,1.111251965313749906e+03
1.869363829461007981e+03,1.126683198728197340e+03
1.874526793752988169e+03,1.146005305231364673e+03
1.871196498139609048e+03,1.165726084402774404e+03
1.861599330979778415e+03,1.183273003861934967e+03
1.845580186891160565e+03,1.195247435901413837e+03
1.828019955232553457e+03,1.204820223588187901e+03
1.808025954676473020e+03,1.204330385080665792e+03
1.788711037444111525e+03,1.199140590064768958e+03
1.769388930940944192e+03,1.204303554356749146e+03
1.755236978000562885e+03,1.218435865844019418e+03
1.750047182984666051e+03,1.237750783076380912e+03
1.755210147276646239e+03,1.257072889579548246e+03
1.750020352260749405e+03,1.276387806811909741e+03
1.749530513753227069e+03,1.296381807367990177e+03
1.751891104050997228e+03,1.316242009115356041e+03
1.755194007048417689e+03,1.335967394581542294e+03
1.753753370510340346e+03,1.355915441261985961e+03
1.744156203350509713e+03,1.373462360721146524e+03
1.729347837317125823e+03,1.386905288059390841e+03
1.711787605658518714e+03,1.396478075746164905e+03
1.696979239625134596e+03,1.409921003084409222e+03
1.682827286684753290e+03,1.424053314571679493e+03
1.669363805562533798e+03,1.438842995977025566e+03
1.663260848058206875e+03,1.457889095569865503e+03
1.667498581617662921e+03,1.477434980412436744e+03
1.676224977118289644e+03,1.495430813862617470e+03
1.688948067753384748e+03,1.510862047277064903e+03
1.700922499792863618e+03,1.526881191365682753e+03
1.703283090090633777e+03,1.546741393113048616e+03
1.695397320382746784e+03,1.565121127499436625e+03
1.679378176294128934e+03,1.577095559538915495e+03
1.663946942879681501e+03,1.589818650174010600e+03
1.644624836376514168e+03,1.594981614465990788e+03
1.624904057205104436e+03,1.591651318852611666e+03
1.608348860293001053e+03,1.580429667672794722e+03
1.597951365863123783e+03,1.563344817378435437e+03
1.586752718359214668e+03,1.546774051129308873e+03
1.568769022008239062e+03,1.538022670349346072e+03
1.550389287621851054e+03,1.530136900641459079e+03
1.530441240941407386e+03,1.528696264103381736e+03
1.512445407491226661e+03,1.537422659604008459e+03
1.494054738600308610e+03,1.545282894825973472e+03
1.474329353134122357e+03,1.548585797823394159e+03
1.454469151386756494e+03,1.550946388121164318e+03
